Key,Source,Context,Changes,English,French,German,Klingon,Spanish
lemonCake,,,,Lemon Cake,Lemon Cake,,,
orangeCake,,,,Orange Cake,Orange Cake,,,
peachCake,,,,Peach Cake,Peach Cake,,,
pearCake,,,,Pear Cake,Pear Cake,,,
cherryCake,,,,Cherry Cake,Cherry Cake,,,
strawberryCake,,,,Strawberry Cake,Strawberry Cake,,,
cocoCake,,,,Coconut Cake,Coconut Cake,,,
applePie,,,,Apple Pie,Apple Pie,,,
bananaPie,,,,Banana Pie,Banana Pie,,,
foodPieGroupDesc,,,,フルーツたっぷり巨大な「パイケーキ」です。ほんとに1人で平らげられるの？,"Huge sweet pie with fruit slices all over the dough. Do you think you can deal with it alone? Good food, but [e62020]spoils fast[ffffff]",,,
pasta,,,,Pasta,Pasta,,,
pastaDesc,,,,「パスタ」は引き延ばした生地で、ゆでると料理の材料に使えます。,"Strips of dough, which used as a cooking ingredient. Can be boiled.",,,
mincedMeat,,,,Minced Meat,Minced Meat,,,
mincedMeatDesc,,,,この「ミンチ肉」は[66ff00]burgers[-]や[66ff00]Bolognese Sauce[-]に使えます。,You can use this stuffing as an ingredient for [66ff00]burgers[ffffff] and [66ff00]Bolognese Sauce[ffffff]\n [ Crafted in Kitchen Table with a Meat Grinder. ],,,
bologneseSauce,,,,Bolognese Sauce,Bolognese Sauce,,,
bologneseSauceDesc,,,,「ボロネーゼソース」は[66ff00]Bolognese Pasta[-]に使えるおいしいソースです。,Tasty sauce for the [66ff00]Bolognese Pasta[ffffff]\n [ Crafted in Big Oven with a Cooking Ware. ],,,
hamburgerMeat,,,,Hamburger Meat,Hamburger Meat,,,
hamburgerMeatDesc,,,,積み重ねて[66ff00]burgers[-]にするための「ハンバーガー」です。,"Layers of meat, especially designed to use in [66ff00]burgers[ffffff].",,,
hamburgerBun,,,,Hamburger Bun,Hamburger Bun,,,
hamburgerBunDesc,,,,[66ff00]burger[-]用の「バンズ」です。,Top and bottom layers of the [66ff00]burger[ffffff].\n [ Crafted in Big Oven with a Bread Loaf Pan. ],,,
boiledPasta,,,,Boiled Pasta,Boiled Pasta,,,
boiledPastaDesc,,,,ゆでたマカロニはそのまま食べてもよし、他のパスタの材料にできます。,"Boiled macaroni, eat it to decrease your hunger or use as a cooking ingredient.",,,
pastaBolognese,,,,Bolognese Pasta,Bolognese Pasta,,,
pastaBologneseDesc,,,,「パスタボロネーゼ」はボロネーゼソースで和えたパスタです。,"Boiled Pasta, flavoured with a Bolognese Sauce",,,
hamburger,,,,Hamburger,Hamburger,,,
hamburgerDesc,,,,「ハンバーガー」は高カロリーファストフードです。,High-caloric fast food.\n [ Crafted in Big Oven with a Cooking Ware. ],,,
cheese,,,,Cheese,Cheese,,,
cheeseDesc,,,,「チーズ」は[66ff00]milk[-]から凝乳を固めた食べ物です。,A food made from the pressed curds of [66ff00]milk[ffffff].\n [ Crafted in Kitchen Table. ],,,
cheeseburger,,,,CheeseBurger,CheeseBurger,,,
cheeseburgerDesc,,,,「チーズバーガ―」は、[66ff00]tomato[-]と[66ff00]cheese[-]載せ！,Tasty hamburger with a slices of [66ff00]tomato[ffffff] and [66ff00]cheese[ffffff] on it.\n [ Crafted in Big Oven with a Cooking Ware. ],,,
mixedSalad,,,,Mixed Salad,Mixed Salad,,,
mixedSaladDesc,,,,「ミックスサラダ」はベジタリアンのオアシスです。,Vegetarian's paradise.\n [ Crafted in Kitchen Table. ],,,
breadLoaf,,,,Loaf of Bread,Loaf of Bread,,,
breadLoafDesc,,,,「一斤食パン」はおなかを満たしてくれるいいものです。,A loaf of bread can be eaten to increase your fullness.\n [ Crafted in Big Oven with a Bread Loaf Pan. ],,,
rum,,,,Rum,Rum,,,
rumDesc,,,,「ラム酒」は[66ff00]sugarcane[-]の搾りかすからできるお酒です。,An alcoholic liquor distilled from [66ff00]sugarcane[ffffff] residues\n [ Crafted in Moonshine. ],,,
cubaLibre,,,,Cuba Libre,Cuba Libre,,,
cubaLibreDesc,,,,[66ff00]lime juice[-]と[66ff00]rum[-]をステアした\nカクテルです。ペプシがあれば…、完璧だった！,A cocktail containing [66ff00]lime juice[ffffff] and [66ff00]rum[ffffff].,,,
pan,,,,Pan,Pan,,,
panDesc,,,,料理用「フライパン」は何もないときには武器にできます。,"A Cooking Pan. Can be used as a weapon, if you have nothing better nearby!",,,
fruitTreeSeedGroupDesc,,,,[66ff00]果物の樹[-]を育てるために植えましょう。[66ff00]素手[-]で殴って収穫可能です。,"Plant this seed, to grow a [66ff00]Fruit tree[ffffff]. You can harvest fruits from the grown up tree using your [66ff00]bare hands[ffffff].",,,
appleSeed,,,,Apple Seed,Apple Seed,,,
bananaSeed,,,,Banana Seed,Banana Seed,,,
bananaSeedDesc,,,,[66ff00]果樹[-]を育てるために[66ff00]バナナヤシの種[-]を植えましょう。[66ff00]素手[-]で殴って収穫可能です。,"Plant this seed, to grow a [66ff00]Banana Palm[ffffff].",,,
limeSeed,,,,Lime Seed,Lime Seed,,,
lemonSeed,,,,Lemon Seed,Lemon Seed,,,
orangeSeed,,,,Orange Seed,Orange Seed,,,
peachSeed,,,,Peach Seed,Peach Seed,,,
pearSeed,,,,Pear Seed,Pear Seed,,,
cherrySeed,,,,Cherry Seed,Cherry Seed,,,
plantSeedGroupDesc,,,,肥沃な大地に植えて[66ff00]野菜[-]を育てます。,"Plant this seed in fertile dirt, to grow a [66ff00]vegetable plant[ffffff].",,,
tomatoSeed,,,,Tomato Seed,Tomato Seed,,,
paprikaSeed,,,,Pepper Seed,Pepper Seed,,,
strawberrySeed,,,,Strawberry Seed,Strawberry Seed,,,
carrotSeed,,,,Carrot Seed,Carrot Seed,,,
eggPlantSeed,,,,Eggplant Seed,Eggplant Seed,,,
garlicSeed,,,,Garlic Seed,Garlic Seed,,,
sugarCaneSeed,,,,Sugar Cane,Sugar Cane,,,
sugarcaneSeedDesc,,,,「サトウキビの種」です。肥沃な大地に植えて育てましょう。,"Plant this seeds in fertile dirt, to grow a [66ff00]Sugar cane[ffffff].",,,
onionSeed,,,,Onion Seed,Onion Seed,,,
saladLeaves,,,,Leaves of Salad,Leaves of Salad,,,
saladLeavesDesc,,,,肥沃な大地に植えて[66ff00]レタス[-]を育てます。,"Plant this leaves in fertile dirt, to grow a [66ff00]Salad plant[ffffff].",,,
tobaccoSeed,,,,Tobacco Seed,Tobacco Seed,,,
tobaccoSeedDesc,,,,「タバコの種」です。肥沃な大地に植えて育てましょう。,"Plant this seeds in fertile dirt, to grow a [66ff00]Tobacco plant[ffffff].",,,
cannabisSeed,,,,Cannabis Seed,Cannabis Seed,,,
cannabisSeedDesc,,,,「大麻の種」です。肥沃な大地に植えて育てましょう。,A cannabis seed can be planted to grow a [66ff00]Cannabis plant[ffffff].,,,
sunflowerSeed,,,,Sunflower Seed,Sunflower Seed,,,
sunflowerSeedDesc,,,,ヒマワリの種は設置した[66ff00]mortar and pestle[-]に使って[87cefa]sunflower oil[-]を絞れます。植えることでヒマワリがそだちます。,Sunflower Seeds can be ground into [87cefa]sunflower oil[ffffff] using the [66ff00]mortar and pestle[ffffff]. They can also be planted to grow a sunflower.,,,
wheat,,,,Wheat Grain,Wheat Grain,,,
wheatDesc,,,,小麦は[66ff00]mortar and pestle[-]に使って[87cefa]flour[-]にすることができます。植えれば小麦が育ちます。,Wheat grains can be ground into [87cefa]flour[ffffff] using the [66ff00]mortar and pestle[ffffff]. They can also be planted to grow a wheat plant.,,,
cocoSeed,,,,Coconut Seed,Coconut Seed,,,
cocoSeedDesc,,,,「ココナツの種」は[66ff00]ココヤシ[-]を育てるために植えます。,"Plant this seed, to grow a [66ff00]Coconut Palm[ffffff].",,,
dateSeed,,,,Date Seed,Date Seed,,,
avocadoSeed,,,,Avocado Seed,Avocado Seed,,,
fruitGroupDesc,,,,そのままでも行けますが、ジュースや料理にできます\n例：[66ff00]Juices[-]、[66ff00]MilkShakes[-]、[66ff00]Ice creams[-]、[66ff00]Cakes[-],"Can be eaten or used to make various drinks and foodstuff like - [66ff00]Juices[ffffff], [66ff00]MilkShakes[ffffff], [66ff00]Ice creams[ffffff] and [66ff00]Cakes[ffffff].",,,
paprika,,,,Pepper,Pepper,,,
paprikaDesc,,,,「パプリカ」です。生で食べるか[66ff00]mixed salad[-]に使います。,Can be eaten raw or used to make a [66ff00]mixed salad[ffffff],,,
eggPlantFruit,,,,Eggplant Fruit,Eggplant Fruit,,,
eggPlantFruitDesc,,,,「ナス」です。栄養たっぷり！,Eggplant fruit. Nutritious.,,,
rawSugar,,,,Raw Sugar,Raw Sugar,,,
rawSugarDesc,,,,「砂糖」。甘い……、甘い!!,Raw sugar is sweet... mmm tasty!,,,
garlicDesc,,,,「ニンニク」です。プハァア！生で食べるか、[66ff00]mixed salad[-]につかいます。,Can be eaten raw or used to make a [66ff00]mixed salad[ffffff].,,,
onionDesc,,,,「玉ねぎ」ですよ。生で食べるか、[66ff00]mixed salad[-]につかいます。,Can be eaten raw or used to make a [66ff00]mixed salad[ffffff].,,,
saladDesc,,,,「サラド」と読むか、「サラダ」と読むかで意見が分かれます。生で食べるか、[66ff00]mixed salad[-]につかいます。,Can be eaten raw or used to make a [66ff00]mixed salad[ffffff].,,,
tobacco,,,,Tabacco,Tobacco,,,
tobaccoDesc,,,,「タバコ」いい匂いだ・・・,Smells nice,,,
hempFibres,,,,Hemp Fibres,Hemp Fibres,,,
hempFibresDesc,,,,大麻繊維。,Hemp fibres are harvested from a cannabis plant,,,
cannabisBuds,,,,Cannabis Buds,Cannabis Buds,,,
cannabisBudsDesc,,,,大麻のつぼみ,Cannabis buds are harvested from a cannabis plant,,,
redwood,,,,Red Wood Planks,Red Wood Planks,,,
redwoodDesc,,,,このきれいな板は家を飾るのに使えます。,You can use this beatiful planks to create decorative stuff for your indoors.,,,
ceramicPlate,,,,Ceramic Plate,Ceramic Armor Plate,,,
ceramicPlateDesc,,,,弾丸を止められる「セラミック板」。[43b3ae]Armored Plates[-]や[66ff00]Steel Armor[-]を作るのに使います。,"Bullet-stopping ceramic plate. Use these plates to make [43b3ae]Armored Plates[ffffff], required to craft [66ff00]Steel Armor[ffffff].",,,
steelArmorPlate,,,,Steel Armor Plates,Steel Armor Plates,,,
steelArmorPlateDesc,,,,強力な「鋼鉄製装甲版」です。これと[43b3ae]Armored Plates[-]を使って[66ff00]Steel Armor[-]を作ることができます。,"Strong steel plates. You can use these plates to make [43b3ae]Armored Plates[ffffff], required to craft [66ff00]Steel Armor[ffffff].",,,
armorPlate,,,,Armored Plate,Armored Plate,,,
armorPlateDesc,,,,高耐久な「装甲プレート」です。[66ff00]Steel Armor[-]の作成に特化しています。,"Durable Armored Plates, designed especially to craft [66ff00]Steel Armor[ffffff] pieces.",,,
steelArmorGroupDesc,,,,鋼の防具は打撃・斬撃に対する究極の防具です。寒い気候に対しても有効です。,Steel body armor provides exceptional protection against concussive and puncture damage and decent cold weather protection. It required advanced tools to produce.,,,
steelBoots,,,,Steel Boots,Steel Boots,,,
steelChestArmor,,,,Steel Chest Armor,Steel Chest Armor,,,
steelGloves,,,,Steel Gloves,Steel Gloves,,,
steelHelmet,,,,Steel Helmet,Steel Helmet,,,
steelLegArmor,,,,Steel Leg Armor,Steel Leg Armor,,,
camoDye,,,,Camouflage Dye,Camouflage Dye,,,
camoDyeDesc,,,,衣服・鎧に彩色を施すのに使える「塗料」。,Used to give camo coloration to clothes and armor pieces.\n [ Crafted in Science Workstation. ],,,
leatherDusterCamo,,,,Leather Duster (Camo),Leather Duster (Camo),,,
camoCowboyHat,,,,Cowboy Hat (Camo),Cowboy Hat (Camo),,,
bandanaCamo,,,,Bandana (Camo),Bandana (Camo),,,
skullCapCamo,,,,Skull Cap (Camo),Skull Cap (Camo),,,
denimPantsCamo,,,,Denim Pants (Camo),Denim Pants (Camo),,,
steelCamoBoots,,,,Steel Boots (Camo),Steel Boots (Camo),,,
steelCamoChestArmor,,,,Steel Chest Armor (Camo),Steel Chest Armor (Camo),,,
steelCamoGloves,,,,Steel Gloves (Camo),Steel Gloves (Camo),,,
steelCamoHelmet,,,,Steel Helmet (Camo),Steel Helmet (Camo),,,
steelCamoLegArmor,,,,Steel Leg Armor (Camo),Steel Leg Armor (Camo),,,
smithHammer,,,,Smith Hammer,Smith Hammer,,,
talkingHeadItem,,,,Talking Head,Talking Head,,,
talkingHeadItemDesc,,,,切り落としたゾンビの頭。あぁ、こいつしゃべりやがる・・・。,"Severed zombie head. Yeah, it talks...",,,
TomahawkDesc,,,,戦時の古代インディアンの武器です。近代的武器に比べると劣りますが、必ず[43b3ae]stun[-]を引き起こし、[43b3ae]bleeding[-]させます。,"Ancient indian weapon of war. Not as powerful as advanced melee weapons, but quaranteed to [43b3ae]stun[ffffff] and cause [43b3ae]bleeding[ffffff] from your enemy.",,,
PoliceBaton,,,,Police Baton,Police Baton,,,
PoliceBatonDesc,,,,警官の「警棒」です。これでどんな命令も思う通り…？,Blunt weapon of the law enforcement officers. Maybe you'll manage to create some kind of order using this one...,,,
bigGenerator,,,,Big Generator,Big Generator,,,
bigGeneratorDesc,,,,大きな「ディーゼルエンジン」です。[66ff00]gas cans[-]を中に入れて動作させます。Eキー長押しでON/OFFを切り替えます。,Big diesel generator. Put [66ff00]gas cans[ffffff] inside to make it work. You can turn it on / off,,,
heatGenerator,,,,Heat Generator,Heat Generator,,,
heatGeneratorDesc,,,,熱動力を生み出す「かまど」です。[66ff00]Heatline Pipes[-]で機械とつなぎます。,"A furnace, used to produce heat power. Connect it to you machines using [66ff00]Heatline Pipes[ffffff].",,,
radioTowerBlock,,,,Radio Tower,Radio Tower,,,
radioTowerBlockDesc,,,,他の生存者を呼び、連絡を取るための電波塔です。\n電力をつないで使用します。,A Radio Tower used to contact and recruit other survivors,,,
weaponSmithBlock,,,,Smith,Smith Station,,,
cookChefBlock,,,,Cook,Cook Station,,,
farmerBlock,,,,Farmer,Farmer Station,,,
guardBlock,,,,Guard,Guard Station,,,
mechanicBlock,,,,Mechanic,Mechanic Station,,,
WeaponWorkbench,,,,Weapon Workbench,Weapon Workbench,,,
WeaponWorkbenchDesc,,,,「銃器作業台」を使ってほとんどの銃器を組み立て・解体できます。,Use this workbench to assemble and disassemble most of your weapons.,,,
ShutterDoor,,,,Horizontal Shutter Door,Horizontal Shutter Door,,,
ShutterDoorDesc,,,,仕事用の「上下シャッター」です。(2x3サイズ),Sliding door for your business. (Size: 2x3)\n [ Crafted in Workbench. ],,,
ShutterDoorV,,,,Shutter Door,Shutter Door,,,
ShutterDoorVDesc,,,,仕事用の「シャッター」です。(2x3サイズ),Sliding door for your business. (Size: 3x2)\n [ Crafted in Workbench. ],,,
WeaponWorkbenchFlyer,,,,銃器作業台使い方指南書,Weapon Workbench User Manual,,,	
WeaponWorkbenchFlyerDesc,,,,「銃器作業台」は組み立て・解体・修理に使う作業台です。\n作業台を手に入れるまではこれらの操作ができません。,"The Weapon Workbench is used to assemble, disassemble and repair fire arms\nThose operations are not possible unless you use this station.",,,
powerCore,,,,Power Core,Power Core,,,	
powerCoreDesc,,,,軍用の「パワーセル」です。[66ff00]laser swords[-]や[66ff00]exoskeletons[-]の動力源として使います。一つで容量を完全に満たすことができます。,A military grade power core. Can be used to power [66ff00]laser swords[ffffff] and [66ff00]exoskeletons[ffffff]\n [ Crafted in Big Workbench with a X-Rad Gloves. ],,,
lightsword,,,,Laser Sword,Laser Sword,,,	
lightswordDesc,,,,軍用「レーザーカッター」です。障害物を迅速に切るために作られ、クローンの戦闘と医療で使われるようになりました。[66ff00]power cores[-]を使って動力を補給します。,"A military laser cutter. Originally created to quickly cut through obstacles, it soon became commonly used as a weapon in close combat emergency situations. Powered with military grade [66ff00]power cores[ffffff].",,,
exoSuitDesc,,,,あなたはパワードスーツを完全装備しました。[43b3ae]速度[-]と[43b3ae]スタミナ[-]に補正がかかります。[66ff00]重装備[-]を扱えるようになり、動力がある限り放射線ダメージを軽減します。 [e62020]Power Cores[-]を使って動力を補充します。,You're wearing a full Exoskeleton. It grants you [43b3ae]speed[ffffff] and [43b3ae]stamina[ffffff] bonus. You can wear a [66ff00]heavy weaponry[ffffff] and radiation damage will be fully mitigated while exosuit is powered. Power it up by using [e62020]Power Cores[ffffff].,,,
exoArmorGroupDesc,,,,軍用[66ff00]パワードスーツ[-]の部品。5つのパーツを見つければ、最高なおもちゃが手に入るぞ!!本来の能力を発揮するには[e62020]Power Core[-]が必要です。,"Part of a military [66ff00]exoskeleton suit[ffffff]. If you can find all 5 parts, you'll have a new toy!",,,
ElectricalFence,,,,Electric Fence,Electric Fence,,,
ElectricalFenceDesc,,,,電気を流すためにはこのフェンスを電力源につなぎます。,"Connect this fence to a powersource, to electrify it",,,
